Array Size,Threshold Size,Key comparisons,Execution time 
1000,55,12847,0.000000
1000,56,13092,0.000000
1000,57,12820,0.000000
1000,58,13136,0.001000
1000,59,12988,0.000000
1000,60,12780,0.000000
1000,61,16329,0.000000
1000,62,19518,0.000000
1000,63,19538,0.000000
1000,64,20149,0.000000
1000,65,20214,0.001000
1000,66,19881,0.001000
1000,67,20039,0.001000
1000,68,19755,0.001000
1000,69,19433,0.001000
1000,70,19797,0.000000
1000,71,19986,0.000000
1000,72,19763,0.001000
1000,73,20461,0.000000
1000,74,20018,0.000000
1000,75,20258,0.000000
1000,76,19443,0.000000
1000,77,19235,0.000000
1000,78,20060,0.000000
1000,79,20121,0.000000
1000,80,20408,0.001000
1000,81,19979,0.000000
1000,82,19675,0.000000
1000,83,19553,0.000000
1000,84,19825,0.000000
1000,85,20664,0.000000
1000,86,20176,0.000000
1000,87,20042,0.000000
1000,88,20499,0.000000
1000,89,19564,0.000000
1000,90,19860,0.000000
1000,91,19687,0.001000
1000,92,20597,0.000000
1000,93,19875,0.000000
1000,94,20482,0.000000
1000,95,20636,0.000000
1000,96,20395,0.001000
1000,97,20035,0.000000
1000,98,20719,0.000000
1000,99,19815,0.000000
1000,100,19571,0.000000
2000,1,18178,0.001000
2000,2,18190,0.001000
2000,3,18278,0.000000
2000,4,18297,0.000000
2000,5,18289,0.000000
2000,6,18346,0.000000
2000,7,19000,0.001000
2000,8,19011,0.000000
2000,9,19059,0.001000
2000,10,19060,0.000000
2000,11,19052,0.000000
2000,12,19084,0.001000
2000,13,19120,0.000000
2000,14,19810,0.000000
2000,15,21411,0.001000
2000,16,21466,0.000000
2000,17,21472,0.000000
2000,18,21476,0.000000
2000,19,21507,0.000000
2000,20,21499,0.000000
2000,21,21286,0.000000
2000,22,21513,0.000000
2000,23,21363,0.000000
2000,24,21447,0.000000
2000,25,21833,0.000000
2000,26,21565,0.000000
2000,27,21687,0.000000
2000,28,21600,0.000000
2000,29,21544,0.001000
2000,30,26003,0.001000
2000,31,27218,0.000000
2000,32,27037,0.001000
2000,33,27638,0.001000
2000,34,27770,0.000000
2000,35,27195,0.000000
2000,36,27423,0.000000
2000,37,27350,0.000000
2000,38,27842,0.001000
2000,39,27819,0.000000
2000,40,27301,0.001000
2000,41,27500,0.000000
2000,42,27289,0.001000
2000,43,27577,0.000000
2000,44,27496,0.001000
2000,45,27432,0.000000
2000,46,27615,0.000000
2000,47,27669,0.000000
2000,48,27435,0.000000
2000,49,27622,0.001000
2000,50,27440,0.000000
2000,51,27377,0.000000
2000,52,27769,0.000000
2000,53,27338,0.000000
2000,54,27722,0.001000
2000,55,27760,0.000000
2000,56,27192,0.001000
2000,57,27610,0.000000
2000,58,27054,0.000000
2000,59,27388,0.000000
2000,60,27901,0.000000
2000,61,35097,0.001000
2000,62,41343,0.000000
2000,63,41522,0.000000
2000,64,40546,0.001000
2000,65,41678,0.000000
2000,66,40989,0.000000
2000,67,41051,0.001000
2000,68,41036,0.000000
2000,69,41242,0.000000
2000,70,41466,0.001000
2000,71,41763,0.000000
2000,72,40246,0.000000
2000,73,41547,0.001000
2000,74,41395,0.000000
2000,75,41419,0.001000
2000,76,40951,0.000000
2000,77,41931,0.000000
2000,78,41049,0.001000
2000,79,41190,0.000000
2000,80,40620,0.000000
2000,81,41804,0.001000
2000,82,42141,0.000000
2000,83,41180,0.000000
2000,84,42368,0.001000
2000,85,41928,0.000000
2000,86,42019,0.000000
2000,87,40322,0.001000
2000,88,40232,0.001000
2000,89,41348,0.000000
2000,90,40593,0.000000
2000,91,41670,0.001000
2000,92,40985,0.000000
2000,93,41675,0.000000
2000,94,41564,0.000000
2000,95,41491,0.001000
2000,96,40746,0.000000
2000,97,42222,0.000000
2000,98,41446,0.001000
2000,99,41734,0.000000
2000,100,41650,0.000000
4000,1,39085,0.001000
4000,2,39147,0.001000
4000,3,39420,0.001000
4000,4,39335,0.001000
4000,5,39434,0.001000
4000,6,39558,0.001000
4000,7,40825,0.001000
4000,8,40922,0.001000
4000,9,40881,0.001000
4000,10,40743,0.001000
4000,11,40754,0.001000
4000,12,40786,0.001000
4000,13,40975,0.001000
4000,14,42523,0.001000
4000,15,45502,0.001000
4000,16,45852,0.001000
4000,17,45720,0.001000
4000,18,45761,0.001000
4000,19,45852,0.001000
4000,20,45437,0.001000
4000,21,45656,0.001000
4000,22,45712,0.000000
4000,23,45532,0.000000
4000,24,45924,0.000000
4000,25,45591,0.000000
4000,26,45432,0.001000
4000,27,45559,0.001000
4000,28,45598,0.001000
4000,29,45434,0.001000
4000,30,55238,0.001000
4000,31,57605,0.001000
4000,32,58198,0.001000
4000,33,57329,0.001000
4000,34,57501,0.001000
4000,35,57661,0.001000
4000,36,57731,0.001000
4000,37,58457,0.001000
4000,38,57898,0.001000
4000,39,57918,0.000000
4000,40,58141,0.000000
4000,41,58364,0.001000
4000,42,58088,0.001000
4000,43,57960,0.001000
4000,44,58278,0.001000
4000,45,57390,0.001000
4000,46,57012,0.001000
4000,47,58000,0.001000
4000,48,57211,0.001000
4000,49,57588,0.001000
4000,50,57861,0.001000
4000,51,57680,0.001000
4000,52,57173,0.000000
4000,53,57667,0.000000
4000,54,58539,0.001000
4000,55,57771,0.001000
4000,56,57812,0.001000
4000,57,57525,0.001000
4000,58,57700,0.001000
4000,59,57507,0.001000
4000,60,57996,0.001000
4000,61,72341,0.001000
4000,62,84506,0.001000
4000,63,86596,0.000000
4000,64,85324,0.001000
4000,65,86054,0.001000
4000,66,85321,0.001000
4000,67,85071,0.001000
4000,68,85851,0.001000
4000,69,85462,0.001000
4000,70,86651,0.001000
4000,71,85871,0.001000
4000,72,85760,0.001000
4000,73,85537,0.001000
4000,74,86854,0.001000
4000,75,85147,0.000000
4000,76,85716,0.000000
4000,77,85248,0.001000
4000,78,84738,0.001000
4000,79,86325,0.001000
4000,80,85872,0.001000
4000,81,85574,0.001000
4000,82,85823,0.001000
4000,83,84101,0.000000
4000,84,86025,0.001000
4000,85,85290,0.001000
4000,86,85525,0.001000
4000,87,85160,0.001000
4000,88,85970,0.001000
4000,89,84825,0.000000
4000,90,84933,0.001000
4000,91,84468,0.001000
4000,92,85391,0.001000
4000,93,84669,0.001000
4000,94,85853,0.001000
4000,95,86097,0.002000
4000,96,84906,0.001000
4000,97,85966,0.001000
4000,98,85775,0.001000
4000,99,85336,0.001000
4000,100,85195,0.001000
8000,1,83392,0.002000
8000,2,83379,0.002000
8000,3,83853,0.002000
8000,4,83873,0.002000
8000,5,83801,0.002000
8000,6,84172,0.002000
8000,7,86682,0.001000
8000,8,86931,0.001000
8000,9,86722,0.001000
8000,10,86949,0.002000
8000,11,86667,0.001000
8000,12,86688,0.002000
8000,13,86982,0.001000
8000,14,89996,0.001000
8000,15,95805,0.002000
8000,16,96152,0.002000
8000,17,96450,0.002000
8000,18,95873,0.001000
8000,19,96080,0.001000
8000,20,96365,0.002000
8000,21,96424,0.002000
8000,22,96266,0.002000
8000,23,96281,0.001000
8000,24,96710,0.001000
8000,25,96004,0.002000
8000,26,96391,0.001000
8000,27,96222,0.001000
8000,28,96539,0.001000
8000,29,96210,0.002000
8000,30,113489,0.002000
8000,31,120895,0.002000
8000,32,120921,0.001000
8000,33,121235,0.001000
8000,34,120434,0.001000
8000,35,120266,0.002000
8000,36,120500,0.001000
8000,37,120514,0.001000
8000,38,121971,0.002000
8000,39,120267,0.002000
8000,40,120858,0.001000
8000,41,121098,0.001000
8000,42,120306,0.001000
8000,43,120923,0.002000
8000,44,120641,0.002000
8000,45,120585,0.002000
8000,46,119904,0.001000
8000,47,120515,0.001000
8000,48,121490,0.001000
8000,49,120915,0.001000
8000,50,120823,0.002000
8000,51,119711,0.002000
8000,52,120718,0.002000
8000,53,120997,0.002000
8000,54,120598,0.001000
8000,55,120551,0.001000
8000,56,120876,0.002000
8000,57,121207,0.002000
8000,58,120645,0.001000
8000,59,120730,0.001000
8000,60,120688,0.001000
8000,61,149540,0.002000
8000,62,175275,0.001000
8000,63,176079,0.001000
8000,64,176258,0.002000
8000,65,174650,0.002000
8000,66,173950,0.002000
8000,67,177232,0.002000
8000,68,175931,0.001000
8000,69,176764,0.002000
8000,70,175655,0.002000
8000,71,176654,0.002000
8000,72,176511,0.002000
8000,73,175835,0.002000
8000,74,175272,0.002000
8000,75,175761,0.002000
8000,76,175855,0.002000
8000,77,177840,0.002000
8000,78,176196,0.001000
8000,79,174146,0.002000
8000,80,174839,0.002000
8000,81,174984,0.002000
8000,82,176272,0.002000
8000,83,176043,0.002000
8000,84,175137,0.002000
8000,85,175380,0.002000
8000,86,176178,0.002000
8000,87,176784,0.002000
8000,88,176161,0.002000
8000,89,176709,0.001000
8000,90,175150,0.001000
8000,91,176707,0.001000
8000,92,175382,0.002000
8000,93,175372,0.002000
8000,94,174080,0.002000
8000,95,175216,0.002000
8000,96,174226,0.001000
8000,97,175983,0.002000
8000,98,175780,0.002000
8000,99,177697,0.002000
8000,100,176994,0.002000
16000,1,176271,0.004000
16000,2,176315,0.004000
16000,3,177330,0.003000
16000,4,177381,0.003000
16000,5,177236,0.003000
16000,6,178030,0.003000
16000,7,183411,0.003000
16000,8,183115,0.003000
16000,9,183169,0.003000
16000,10,183538,0.003000
16000,11,183278,0.003000
16000,12,182884,0.003000
16000,13,183033,0.003000
16000,14,189362,0.003000
16000,15,202347,0.002000
16000,16,201772,0.003000
16000,17,202113,0.002000
16000,18,202283,0.003000
16000,19,202681,0.003000
16000,20,202422,0.003000
16000,21,202400,0.003000
16000,22,202064,0.003000
16000,23,201724,0.003000
16000,24,201838,0.003000
16000,25,201436,0.003000
16000,26,202272,0.003000
16000,27,202296,0.003000
16000,28,202070,0.003000
16000,29,202587,0.003000
16000,30,238972,0.003000
16000,31,250871,0.002000
16000,32,251779,0.003000
16000,33,251897,0.003000
16000,34,251243,0.003000
16000,35,251970,0.003000
16000,36,250695,0.004000
16000,37,252346,0.004000
16000,38,250851,0.003000
16000,39,250858,0.003000
16000,40,250798,0.003000
16000,41,252547,0.003000
16000,42,251969,0.003000
16000,43,251845,0.003000
16000,44,250559,0.003000
16000,45,251420,0.003000
16000,46,251218,0.003000
16000,47,250805,0.003000
16000,48,251828,0.003000
16000,49,250672,0.003000
16000,50,253041,0.003000
16000,51,250955,0.003000
16000,52,251442,0.004000
16000,53,251842,0.003000
16000,54,250397,0.003000
16000,55,251531,0.003000
16000,56,252022,0.004000
16000,57,250308,0.002000
16000,58,252158,0.003000
16000,59,250765,0.003000
16000,60,251329,0.003000
16000,61,306997,0.003000
16000,62,360311,0.003000
16000,63,362359,0.004000
16000,64,361531,0.004000
16000,65,363616,0.004000
16000,66,359175,0.004000
16000,67,361264,0.004000
16000,68,360973,0.003000
16000,69,361752,0.004000
16000,70,360710,0.004000
16000,71,361499,0.004000
16000,72,360409,0.004000
