Array Size,Key comparisons,Execution time 
759000,12431329,0.274000
760000,12447318,0.275000
761000,12466808,0.284000
762000,12482343,0.277000
763000,12499871,0.275000
764000,12516189,0.284000
765000,12534563,0.274000
766000,12551519,0.281000
767000,12568365,0.287000
768000,12585107,0.288000
769000,12603631,0.275000
770000,12619817,0.279000
771000,12636848,0.277000
772000,12654196,0.279000
773000,12670458,0.282000
774000,12687709,0.282000
775000,12705903,0.281000
776000,12722092,0.284000
777000,12739733,0.287000
778000,12757635,0.284000
779000,12773902,0.283000
780000,12791833,0.285000
781000,12808061,0.286000
782000,12824509,0.284000
783000,12842614,0.291000
784000,12859140,0.285000
785000,12876978,0.296000
786000,12893748,0.283000
787000,12910270,0.288000
788000,12927801,0.303000
789000,12945493,0.287000
790000,12961836,0.288000
791000,12980473,0.289000
792000,12996850,0.298000
793000,13014398,0.287000
794000,13031279,0.314000
795000,13050371,0.297000
796000,13066488,0.298000
797000,13083745,0.289000
798000,13101329,0.296000
799000,13118065,0.290000
800000,13135329,0.292000
801000,13152016,0.291000
802000,13170232,0.287000
803000,13187222,0.296000
804000,13204700,0.293000
805000,13221808,0.296000
806000,13238472,0.291000
807000,13255152,0.303000
808000,13273737,0.295000
809000,13291963,0.295000
810000,13308086,0.299000
811000,13326338,0.299000
812000,13342779,0.294000
813000,13360289,0.293000
814000,13377538,0.313000
815000,13394700,0.293000
816000,13411692,0.301000
817000,13429277,0.297000
818000,13446575,0.298000
819000,13463292,0.295000
820000,13481602,0.297000
821000,13498352,0.299000
822000,13514312,0.300000
823000,13533353,0.300000
824000,13549979,0.297000
825000,13567954,0.298000
826000,13583859,0.297000
827000,13602972,0.297000
828000,13618915,0.295000
829000,13635975,0.298000
830000,13654647,0.310000
831000,13669731,0.303000
832000,13688325,0.301000
833000,13705446,0.309000
834000,13722692,0.302000
835000,13738428,0.302000
836000,13757721,0.301000
837000,13774772,0.304000
838000,13791465,0.305000
839000,13809891,0.305000
840000,13826566,0.302000
841000,13843342,0.304000
842000,13860665,0.305000
843000,13878597,0.306000
844000,13895146,0.312000
845000,13912136,0.305000
846000,13930217,0.307000
847000,13946928,0.308000
848000,13964996,0.307000
849000,13981985,0.327000
850000,13998563,0.307000
851000,14015651,0.311000
852000,14033127,0.318000
853000,14050917,0.329000
854000,14067247,0.317000
855000,14085694,0.318000
856000,14101780,0.308000
857000,14120395,0.307000
858000,14137017,0.312000
859000,14153855,0.309000
860000,14172176,0.317000
861000,14189223,0.317000
862000,14206078,0.313000
863000,14224562,0.316000
864000,14241674,0.317000
865000,14259543,0.320000
866000,14275623,0.315000
867000,14293054,0.316000
868000,14309230,0.313000
869000,14326792,0.318000
870000,14344754,0.313000
871000,14361840,0.319000
872000,14378436,0.315000
873000,14396023,0.321000
874000,14413019,0.329000
875000,14431199,0.322000
876000,14447621,0.320000
877000,14465609,0.327000
878000,14481546,0.318000
879000,14500032,0.331000
880000,14516711,0.320000
881000,14534876,0.323000
882000,14551868,0.325000
883000,14567745,0.322000
884000,14585428,0.324000
885000,14603538,0.325000
886000,14619848,0.328000
887000,14637234,0.322000
888000,14654454,0.327000
889000,14672448,0.324000
890000,14690373,0.323000
891000,14706551,0.319000
892000,14723380,0.323000
893000,14739849,0.326000
894000,14759083,0.325000
895000,14776719,0.331000
896000,14791818,0.325000
897000,14810310,0.322000
898000,14828038,0.322000
899000,14843369,0.331000
900000,14861615,0.328000
901000,14879219,0.329000
902000,14895834,0.324000
903000,14913633,0.329000
904000,14930768,0.329000
905000,14948580,0.324000
906000,14964563,0.335000
907000,14983309,0.326000
908000,15000323,0.328000
909000,15016959,0.340000
910000,15034728,0.328000
911000,15051275,0.337000
912000,15069104,0.339000
913000,15085434,0.330000
914000,15102693,0.337000
915000,15120233,0.331000
916000,15137549,0.333000
917000,15155560,0.335000
918000,15173237,0.333000
919000,15189670,0.329000
920000,15206409,0.330000
921000,15223231,0.339000
922000,15241734,0.336000
923000,15259821,0.333000
924000,15275620,0.337000
925000,15293140,0.331000
926000,15311345,0.336000
927000,15328223,0.341000
928000,15345608,0.333000
929000,15361521,0.339000
930000,15380053,0.337000
931000,15396771,0.337000
932000,15414768,0.334000
933000,15432422,0.337000
934000,15448970,0.363000
935000,15466307,0.336000
936000,15484467,0.341000
937000,15500404,0.340000
938000,15517418,0.369000
939000,15534606,0.350000
940000,15552778,0.349000
941000,15570575,0.346000
942000,15587622,0.338000
943000,15604382,0.359000
944000,15622112,0.348000
945000,15639023,0.345000
946000,15656720,0.379000
947000,15675273,0.341000
948000,15692073,0.356000
949000,15707183,0.345000
950000,15726223,0.345000
951000,15743360,0.344000
952000,15760531,0.343000
953000,15777500,0.367000
954000,15795296,0.345000
955000,15812959,0.346000
956000,15830124,0.348000
957000,15846235,0.354000
958000,15862733,0.356000
959000,15880995,0.347000
960000,15898392,0.349000
961000,15915784,0.352000
962000,15932704,0.358000
963000,15950806,0.352000
964000,15966785,0.354000
965000,15984347,0.356000
966000,16002165,0.373000
967000,16018485,0.353000
968000,16035367,0.354000
969000,16054017,0.361000
970000,16072639,0.355000
971000,16088775,0.355000
972000,16107029,0.368000
973000,16121839,0.366000
974000,16140804,0.353000
975000,16158340,0.371000
976000,16175499,0.360000
977000,16192057,0.360000
978000,16211059,0.390000
979000,16226409,0.379000
980000,16243561,0.367000
981000,16262292,0.357000
982000,16277623,0.359000
983000,16296691,0.361000
984000,16312629,0.372000
985000,16330629,0.361000
986000,16346385,0.355000
987000,16365660,0.358000
988000,16382233,0.358000
989000,16399158,0.355000
990000,16415836,0.368000
991000,16434206,0.363000
992000,16449778,0.362000
993000,16467739,0.360000
994000,16485026,0.357000
995000,16503943,0.360000
996000,16521223,0.369000
997000,16536933,0.359000
998000,16555520,0.361000
999000,16570977,0.361000
1000000,16589819,0.364000
